,tracking_id,datetime,windmill_generated_power(kW/h)
247,WM_23339,2019-05-17 00:33:20,3056790907.594327
248,WM_27964,2019-06-21 18:03:20,2756288233.1892977
249,WM_5091,2018-12-11 09:13:20,-10342144.161654366
250,WM_23620,2019-05-18 23:43:20,2006805872.8400548
251,WM_36479,2019-08-24 12:13:20,290160529.6303378
252,WM_5455,2018-12-15 23:03:20,401274497.1540194
253,WM_33865,2019-08-05 14:23:20,2006805874.5005772
254,WM_28900,2019-06-28 13:33:20,2883697549.2830477
255,WM_23540,2019-05-18 10:13:20,2006805870.6309483
256,WM_7584,2018-12-31 11:43:20,2535114844.733487
257,WM_36381,2019-08-23 19:53:20,183466752.92953217
258,WM_15008,2019-02-25 02:23:20,-1744275364.958041
259,WM_39618,2019-09-17 21:03:20,2535114843.7270174
260,WM_7827,2019-01-02 04:53:20,3056790909.622403
261,WM_8199,2019-01-04 20:43:20,3432769956.172208
262,WM_38431,2019-09-09 02:33:20,-1326624787.7994716
263,WM_4590,2018-12-07 17:43:20,2859875258.316861
264,WM_35422,2019-08-17 03:13:20,1232699963.5988438
265,WM_17249,2019-03-18 06:53:20,401274494.50545985
266,WM_18803,2019-04-01 11:53:20,2883697548.9965487
267,WM_21684,2019-05-05 06:33:20,2859875256.0099764
268,WM_23629,2019-05-19 01:43:20,-2544423694.919833
269,WM_27869,2019-06-21 01:53:20,932197287.9912997
270,WM_36402,2019-08-23 23:23:20,-1744275365.512118
271,WM_3283,2018-11-27 22:23:20,2535114842.285123
272,WM_15219,2019-02-26 14:33:20,401274498.7762118
273,WM_951,2018-11-07 09:03:20,-1443772688.2538192
274,WM_19423,2019-04-07 22:23:20,705061359.3553134
275,WM_31350,2019-07-16 04:03:20,-2544423696.418124
276,WM_21603,2019-05-04 16:53:20,1005564034.5050937
277,WM_5135,2018-12-11 16:33:20,2006805875.772672
278,WM_13209,2019-02-11 05:13:20,3160377929.349454
279,WM_25607,2019-06-03 17:03:20,2535114838.6034822
280,WM_16489,2019-03-09 09:53:20,-45173300072.837326
281,WM_5693,2018-12-17 16:53:20,3733272630.78732
282,WM_21895,2019-05-06 17:53:20,3432769955.433316
283,WM_12507,2019-02-06 03:43:20,1072099288.9820224
284,WM_14118,2019-02-17 23:23:20,2859875255.908414
285,WM_19475,2019-04-08 08:13:20,1072099287.1856357
286,WM_28476,2019-06-25 11:33:20,3160377929.3418856
287,WM_25735,2019-06-05 08:13:20,705061358.9529697
288,WM_14038,2019-02-17 10:03:20,2883697554.1701326
289,WM_6742,2018-12-25 13:03:20,1706303200.34921
290,WM_36701,2019-08-26 01:33:20,290160528.8810702
291,WM_11056,2019-01-25 16:13:20,3432769957.930875
292,WM_36288,2019-08-23 03:53:20,2883697550.3240633
293,WM_13272,2019-02-11 16:53:20,2859875256.3310213
294,WM_7058,2018-12-27 19:43:20,2234612168.5033846
295,WM_30370,2019-07-09 05:33:20,-2243921021.88004
296,WM_6469,2018-12-23 14:43:20,2756288235.7721834
297,WM_22864,2019-05-13 17:03:20,2006805873.4439366
298,WM_25148,2019-05-30 23:13:20,-10342149.126131905
299,WM_18198,2019-03-25 09:03:20,1232699962.3235753
300,WM_10849,2019-01-24 05:23:20,1372601964.0616124
301,WM_3926,2018-12-02 21:33:20,-1744275364.2836025
302,WM_5255,2018-12-12 15:03:20,401274496.8904696
303,WM_14329,2019-02-19 12:43:20,705061362.9836093
304,WM_16383,2019-03-08 14:23:20,3056790910.003751
305,WM_10580,2019-01-22 05:53:20,-1744275363.1200283
306,WM_33182,2019-07-31 17:43:20,1005564033.8172275
307,WM_24480,2019-05-25 03:23:20,3056790907.0487947
308,WM_15670,2019-03-01 18:43:20,2234612168.6160555
309,WM_14649,2019-02-21 22:23:20,932197292.2126132
310,WM_5140,2018-12-11 17:23:20,3432769958.0984774
311,WM_1159,2018-11-09 02:03:20,-2243921022.7328234
312,WM_2555,2018-11-22 16:33:20,1706303197.3921788
313,WM_24748,2019-05-27 19:23:20,2234612167.4699373
314,WM_9617,2019-01-14 22:43:20,-117035920.44119538
315,WM_13352,2019-02-12 06:43:20,-1443772690.939366
316,WM_22245,2019-05-09 04:43:20,401274492.6866122
317,WM_18952,2019-04-04 05:43:20,2535114840.3175936
318,WM_3759,2018-12-01 12:33:20,-1026122113.2460068
319,WM_33280,2019-08-01 10:53:20,-2243921021.1796007
320,WM_29249,2019-07-01 02:43:20,1706303197.779752
321,WM_5877,2018-12-19 01:13:20,3432769957.709073
322,WM_27688,2019-06-19 19:03:20,290160528.825162
323,WM_23329,2019-05-16 22:53:20,-1026122114.7468613
324,WM_19710,2019-04-16 00:23:20,2234612166.0481844
325,WM_811,2018-11-06 06:43:20,-1744275363.8998134
326,WM_34911,2019-08-13 00:13:20,2535114843.2774324
327,WM_26510,2019-06-11 00:53:20,932197289.9412509
328,WM_37056,2019-08-28 13:03:20,1706303196.7942784
329,WM_29373,2019-07-01 23:43:20,2535114840.6510897
330,WM_39014,2019-09-13 16:03:20,932197286.311246
331,WM_35453,2019-08-17 08:23:20,1232699963.1977208
332,WM_36087,2019-08-21 18:13:20,-1443772690.7093856
333,WM_36999,2019-08-28 03:33:20,2583194875.1487703
334,WM_17478,2019-03-19 23:43:20,-10342146.47964753
335,WM_849,2018-11-06 13:43:20,1706303199.3813145
336,WM_18812,2019-04-01 13:23:20,2883697547.291959
337,WM_24092,2019-05-22 06:53:20,3432769953.9250154
338,WM_28983,2019-06-29 04:43:20,932197288.4075595
339,WM_27400,2019-06-17 13:53:20,2006805872.0771153
340,WM_32614,2019-07-27 06:03:20,932197287.7773105
341,WM_15065,2019-02-25 12:53:20,2583194878.63046
342,WM_30600,2019-07-10 20:03:20,-1026122115.2433213
343,WM_762,2018-11-05 22:33:20,2234612166.175748
344,WM_26413,2019-06-10 08:33:20,100771819.35653411
345,WM_25467,2019-06-02 13:53:20,-117035924.79983796
346,WM_2771,2018-11-24 05:53:20,-2544423691.464389
347,WM_35364,2019-08-16 17:33:20,705061360.3398105
348,WM_39420,2019-09-16 12:03:20,2234612166.776822
349,WM_39991,2019-09-21 05:23:20,3160377932.035367
350,WM_34422,2019-08-09 13:23:20,2234612164.8103914
351,WM_33518,2019-08-03 03:03:20,401274493.5081454
352,WM_8525,2019-01-07 04:23:20,-10342143.216708077
353,WM_5621,2018-12-17 04:03:20,-10342144.321078194
354,WM_35359,2019-08-16 16:43:20,-1744275365.3166835
355,WM_36285,2019-08-23 03:23:20,-2243921020.4188585
356,WM_13613,2019-02-14 04:43:20,-1026122111.8172959
357,WM_28019,2019-06-22 04:03:20,2859875254.5740633
358,WM_28763,2019-06-27 12:53:20,290160525.88619715
359,WM_4297,2018-12-05 13:23:20,-117035919.68216218
360,WM_25231,2019-05-31 14:23:20,-2243921023.4219103
361,WM_30763,2019-07-12 00:43:20,1372601966.0099766
362,WM_30850,2019-07-12 15:13:20,2583194877.377042
363,WM_1841,2018-11-14 06:23:20,3160377931.9670076
364,WM_35181,2019-08-14 21:13:20,932197288.9562656
365,WM_21100,2019-04-30 10:43:20,2756288231.9305086
366,WM_34377,2019-08-09 05:43:20,705061359.0130283
367,WM_12208,2019-02-04 01:03:20,-117035920.54922761
368,WM_38604,2019-09-10 11:53:20,3160377930.2618074
369,WM_13154,2019-02-10 19:23:20,2883697546.6841707
370,WM_5110,2018-12-11 12:23:20,1232699966.203214
371,WM_36021,2019-08-21 07:13:20,1372601962.3916905
372,WM_30137,2019-07-07 10:23:20,-2243921023.426427
373,WM_4644,2018-12-08 02:53:20,3733272634.356778
374,WM_28693,2019-06-27 01:03:20,-2544423695.235629
375,WM_39978,2019-09-21 03:13:20,1372601964.5285313
376,WM_10075,2019-01-18 09:43:20,3056790908.8761873
377,WM_36040,2019-08-21 10:23:20,-1744275367.7339199
378,WM_20067,2019-04-20 18:43:20,3432769953.3554354
379,WM_35590,2019-08-18 07:13:20,-10342147.205233468
380,WM_27541,2019-06-18 14:13:20,-45173300074.28874
381,WM_3356,2018-11-28 10:53:20,-10342144.395541085
382,WM_24729,2019-05-27 16:13:20,3432769954.9078035
383,WM_36900,2019-08-27 11:03:20,-1443772693.4591415
384,WM_10433,2019-01-20 22:43:20,3432769958.493863
385,WM_39664,2019-09-18 04:43:20,-2544423694.768832
386,WM_33188,2019-07-31 18:53:20,-2243921018.6461535
387,WM_38793,2019-09-11 19:23:20,2583194877.219571
388,WM_20492,2019-04-26 02:53:20,932197289.8864413
389,WM_30070,2019-07-06 23:03:20,1072099289.9076816
390,WM_9580,2019-01-14 16:33:20,2006805875.60629
391,WM_25651,2019-06-04 02:13:20,3733272628.516568
392,WM_29782,2019-07-04 21:13:20,3160377929.250821
393,WM_2633,2018-11-23 06:03:20,-1443772689.6656845
394,WM_19126,2019-04-05 15:53:20,1372601963.161832
395,WM_33920,2019-08-05 23:43:20,2583194877.573453
396,WM_15615,2019-03-01 09:23:20,705061361.705289
397,WM_29008,2019-06-29 09:13:20,-2243921020.1236925
398,WM_26706,2019-06-12 11:13:20,2883697549.498624
399,WM_36139,2019-08-22 02:53:20,-1443772691.0900009
400,WM_949,2018-11-07 08:43:20,-117035922.31180085
401,WM_30979,2019-07-13 13:03:20,705061357.7687656
402,WM_30202,2019-07-07 21:43:20,1072099288.6005527
403,WM_1306,2018-11-10 09:43:20,-10342144.249667061
404,WM_28576,2019-06-26 04:53:20,932197289.9108554
405,WM_16086,2019-03-06 11:33:20,401274497.20040613
406,WM_15079,2019-02-25 15:13:20,1706303200.2476475
407,WM_28543,2019-06-25 23:13:20,2859875254.9215975
408,WM_4869,2018-12-09 17:33:20,1706303200.9617589
409,WM_2730,2018-11-23 22:53:20,3056790905.8036776
410,WM_24412,2019-05-24 13:33:20,2756288229.646329
411,WM_23124,2019-05-15 12:43:20,2859875256.4823885
412,WM_12369,2019-02-05 04:13:20,1232699966.1376622
413,WM_37220,2019-08-31 16:43:20,2883697550.9307528
414,WM_7064,2018-12-27 20:43:20,705061361.1728183
415,WM_32804,2019-07-29 00:53:20,-10342145.54959382
416,WM_13892,2019-02-16 07:43:20,3432769955.0292635
417,WM_2423,2018-11-21 17:23:20,932197286.7682773
418,WM_4292,2018-12-05 12:33:20,1372601966.1368077
419,WM_14863,2019-02-23 17:03:20,1005564035.6777011
420,WM_37691,2019-09-03 23:13:20,932197290.4734775
421,WM_29081,2019-06-29 21:43:20,401274496.40682703
422,WM_24585,2019-05-25 20:53:20,705061360.7630283
423,WM_37934,2019-09-05 15:43:20,-1744275364.2040126
424,WM_33176,2019-07-31 16:43:20,1706303196.7168858
425,WM_24022,2019-05-21 19:13:20,2859875254.6927156
426,WM_8139,2019-01-04 10:43:20,1232699964.0882237
427,WM_16437,2019-03-08 23:33:20,705061361.137662
428,WM_24940,2019-05-29 06:53:20,2234612166.649869
429,WM_30142,2019-07-07 11:13:20,100771816.95211516
430,WM_19985,2019-04-19 08:23:20,-2544423695.5470304
431,WM_12837,2019-02-08 11:53:20,2583194876.009122
432,WM_32053,2019-07-21 05:03:20,2006805874.8921788
433,WM_560,2018-11-02 04:13:20,2583194877.7218904
434,WM_9526,2019-01-14 06:43:20,401274495.1656161
435,WM_30781,2019-07-12 03:43:20,401274492.9867831
436,WM_31641,2019-07-18 06:03:20,2883697550.4286776
437,WM_613,2018-11-04 17:03:20,3432769954.708585
438,WM_93,2018-10-29 12:33:20,3733272633.205655
439,WM_32655,2019-07-27 13:03:20,2883697550.1264315
440,WM_13020,2019-02-09 19:03:20,-1443772689.6844833
441,WM_36514,2019-08-24 18:03:20,1706303199.2698643
442,WM_23514,2019-05-18 05:53:20,183466750.67623627
443,WM_31031,2019-07-13 21:43:20,1072099288.6014072
444,WM_10813,2019-01-23 23:03:20,-1744275365.8977382
445,WM_8421,2019-01-06 10:23:20,2583194878.3139315
446,WM_29856,2019-07-05 10:13:20,2583194873.974942
447,WM_7197,2018-12-28 18:53:20,2859875259.190152
448,WM_10431,2019-01-20 22:23:20,401274497.0048495
449,WM_30583,2019-07-10 17:13:20,-10342148.394442452
450,WM_6207,2018-12-21 08:13:20,2234612167.01254
451,WM_29085,2019-06-29 22:23:20,401274494.4163485
452,WM_22303,2019-05-09 14:23:20,2883697550.0553865
453,WM_13690,2019-02-14 17:43:20,-1026122115.2121934
454,WM_21369,2019-05-02 07:43:20,3056790905.9966707
455,WM_30139,2019-07-07 10:43:20,100771818.85323821
456,WM_25858,2019-06-06 05:23:20,2756288230.710416
457,WM_36033,2019-08-21 09:13:20,401274494.0984774
458,WM_2867,2018-11-24 21:53:20,3160377927.408902
459,WM_39693,2019-09-18 09:33:20,3432769952.9688387
460,WM_7894,2019-01-02 16:03:20,100771823.40353118
461,WM_6380,2018-12-22 17:33:20,2006805874.2046788
462,WM_15262,2019-02-26 21:43:20,3432769958.0102205
463,WM_15061,2019-02-25 12:13:20,1232699966.6801426
464,WM_32795,2019-07-28 23:23:20,1372601963.8479893
465,WM_21120,2019-04-30 14:03:20,-1026122117.1983994
466,WM_21300,2019-05-01 20:13:20,-2544423693.6011076
467,WM_1608,2018-11-12 13:53:20,2006805871.4319737
